Candidate_ID,Name,Age,Total_Experience,Relevant_Experience,Skill_Type,Distance_Between_Birthplace_and_Home,Last_Drawn_Compensation,Actual_Compensation,Predicted_Compensation,Gender
1,Person_1,42,0,0,Management,130,1613364,2467151,1599180,Male
2,Person_2,26,33,2,Management,331,737366,737366,1695728,Female
3,Person_3,58,30,30,Management,950,1166097,1166097,516828,Female
4,Person_4,32,14,14,Creative,295,1938166,2273588,2052739,Male
5,Person_5,36,3,3,Analytical,769,1309429,2222558,692854,Male
6,Person_6,42,16,16,Creative,795,1396209,1396209,1490202,Female
7,Person_7,37,33,22,Management,262,901146,901146,701111,Male
8,Person_8,30,37,12,Technical,859,795430,795430,785636,Female
9,Person_9,22,11,11,Analytical,135,1698987,1698987,1970222,Male
10,Person_10,34,14,14,Technical,184,543251,543251,1459904,Male
11,Person_11,42,38,29,Management,884,1278650,1278650,1188015,Male
12,Person_12,34,8,8,Management,545,594288,594288,738666,Male
13,Person_13,31,5,5,Management,270,1071252,2220972,961032,Male
14,Person_14,27,17,17,Technical,727,1793886,2392051,555046,Male
15,Person_15,52,37,22,Analytical,513,1341609,1341609,1163269,Female
16,Person_16,46,8,8,Management,972,806991,806991,2161057,Female
17,Person_17,56,33,9,Creative,621,871290,871290,1347595,Male
18,Person_18,27,10,10,Creative,410,1594855,1594855,782907,Male
19,Person_19,46,12,12,Management,590,2116218,2404957,1786943,Female
20,Person_20,54,0,0,Creative,428,1787951,2485233,669434,Female
21,Person_21,35,11,2,Analytical,88,1608819,1608819,868495,Female
22,Person_22,57,16,1,Creative,20,837470,1984836,707946,Male
23,Person_23,34,38,16,Technical,624,798545,798545,1732687,Male
24,Person_24,59,23,20,Technical,512,2451061,2456065,871674,Female
25,Person_25,22,8,2,Technical,696,626809,1190689,620180,Female
26,Person_26,59,2,2,Analytical,11,986891,986891,2280361,Female
27,Person_27,41,36,20,Technical,865,2207431,2207431,1374240,Female
28,Person_28,45,13,11,Technical,455,944345,944345,1057908,Male
29,Person_29,43,31,24,Creative,443,1138639,1535203,1441651,Female
30,Person_30,35,35,24,Management,306,1488836,1861526,914690,Male
31,Person_31,35,31,1,Creative,690,1358187,1358187,2247903,Male
32,Person_32,41,5,5,Analytical,711,885108,2429879,2257437,Male
33,Person_33,41,38,4,Management,819,732959,1689635,1924519,Male
34,Person_34,26,4,4,Management,738,1944405,1954073,2436077,Male
35,Person_35,34,37,12,Creative,553,1250743,2214884,1513764,Female
36,Person_36,41,0,0,Management,496,749966,984806,1494425,Male
37,Person_37,24,11,6,Creative,994,1361757,1361757,1765414,Female
38,Person_38,48,29,28,Management,34,645908,645908,2356725,Female
39,Person_39,53,9,9,Creative,448,866036,866036,875723,Male
40,Person_40,31,36,20,Analytical,383,814463,814463,536522,Female
41,Person_41,51,26,26,Technical,952,610810,1919827,1888930,Male
42,Person_42,42,26,24,Technical,215,800680,800680,919889,Male
43,Person_43,31,16,8,Technical,55,1127483,1127483,1244537,Female
44,Person_44,34,37,6,Technical,501,1843939,2443864,645751,Male
45,Person_45,53,34,32,Analytical,304,679041,679041,1807359,Female
46,Person_46,32,17,4,Technical,985,2048319,2048319,2242261,Female
47,Person_47,49,26,26,Technical,590,836957,2125861,2188772,Female
48,Person_48,29,22,22,Analytical,423,786684,786684,668654,Female
49,Person_49,22,25,25,Technical,192,1972360,1972360,938782,Female
50,Person_50,32,24,24,Creative,536,1635635,1635635,2344659,Female
51,Person_51,42,36,2,Management,306,793789,1181474,2077426,Male
52,Person_52,22,29,9,Analytical,320,1430610,1792770,1488123,Female
53,Person_53,39,39,3,Management,783,662451,662451,974843,Male
54,Person_54,56,0,0,Analytical,711,750344,1668395,1046720,Male
55,Person_55,29,29,5,Analytical,826,500325,500325,1224749,Female
56,Person_56,58,13,13,Analytical,532,1206000,1206000,852082,Male
57,Person_57,47,32,13,Analytical,187,1685338,2248235,1646604,Male
58,Person_58,39,6,6,Technical,995,838752,838752,1170051,Female
59,Person_59,49,24,24,Technical,994,652181,652181,1828493,Male
60,Person_60,28,11,11,Management,978,1715029,1798300,1448573,Male
61,Person_61,29,34,34,Creative,488,1053768,1530553,2096471,Male
62,Person_62,52,31,31,Creative,893,894621,1460119,861484,Female
63,Person_63,33,3,3,Creative,115,1333043,1706009,2005083,Female
64,Person_64,58,32,28,Technical,173,1769393,2379148,2281380,Female
65,Person_65,50,12,12,Creative,334,2069660,2125906,1658742,Male
66,Person_66,54,40,15,Technical,756,845632,845632,2163282,Female
67,Person_67,55,36,7,Technical,814,1231809,1231809,1633970,Male
68,Person_68,57,31,30,Management,713,1079643,1940795,678659,Male
69,Person_69,22,33,11,Analytical,989,1543419,1543419,1242030,Male
70,Person_70,33,37,19,Technical,107,1369393,1630001,1207497,Female
71,Person_71,40,5,5,Management,92,1667082,1667082,1833161,Female
72,Person_72,32,17,2,Analytical,830,1584369,1749498,544760,Female
