Candidate_ID,Name,Age,Total_Experience,Relevant_Experience,Skill_Type,Distance_Between_Birthplace_and_Home,Last_Drawn_Compensation,Actual_Compensation,Predicted_Compensation,Gender
7001,Person_1,43,8,4,Creative,663,1149108,1149108,1413658,Male
7002,Person_2,45,16,0,Creative,162,1524351,1524351,562648,Male
7003,Person_3,25,18,18,Creative,355,1514866,2155056,1879551,Male
7004,Person_4,45,32,5,Analytical,162,1097167,2399098,659872,Female
7005,Person_5,39,32,7,Management,906,770168,770168,2180464,Female
7006,Person_6,26,3,3,Creative,693,925899,925899,605283,Female
7007,Person_7,37,11,11,Analytical,71,1497056,1497056,1203487,Male
7008,Person_8,44,35,3,Management,237,1732502,2333208,986750,Female
7009,Person_9,48,5,5,Analytical,311,568531,1630542,2301134,Female
7010,Person_10,55,25,18,Management,815,995918,995918,1083548,Female
7011,Person_11,27,7,7,Analytical,490,2167765,2306562,2053809,Female
7012,Person_12,37,30,15,Technical,687,1074556,1074556,957148,Male
7013,Person_13,40,13,3,Technical,585,2283360,2283360,1304130,Female
7014,Person_14,51,2,2,Technical,701,1244714,1556779,1393169,Male
7015,Person_15,27,36,33,Analytical,788,1035484,2359916,1489733,Female
7016,Person_16,34,8,8,Technical,646,645538,842516,1346994,Female
7017,Person_17,38,6,6,Analytical,112,692156,953536,831706,Male
7018,Person_18,25,10,10,Creative,758,1743028,1743028,2387969,Female
7019,Person_19,45,12,12,Creative,202,884584,884584,659446,Male
7020,Person_20,49,37,16,Technical,401,1433904,1433904,2189653,Female
7021,Person_21,45,25,25,Analytical,825,1020946,1020946,1912866,Female
7022,Person_22,22,17,17,Technical,786,569616,2074111,2358573,Male
7023,Person_23,26,14,14,Management,462,735191,735191,738656,Female
7024,Person_24,49,17,17,Analytical,621,1128629,1128629,2128346,Male
7025,Person_25,39,12,0,Analytical,354,1009378,1009378,2281439,Male
7026,Person_26,40,28,25,Analytical,506,902260,902260,1771481,Male
7027,Person_27,57,33,33,Creative,591,1587326,2394541,818808,Female
7028,Person_28,46,16,16,Creative,647,1440003,1870470,1718262,Male
7029,Person_29,34,9,4,Analytical,474,1273258,1273258,1554219,Male
7030,Person_30,43,34,24,Technical,474,1420783,2000187,790941,Female
7031,Person_31,27,31,31,Management,337,2464153,2464929,1786671,Female
7032,Person_32,40,13,0,Analytical,890,1248256,1248256,977668,Female
7033,Person_33,30,18,18,Technical,540,1616694,1616694,1328903,Female
7034,Person_34,28,40,31,Creative,869,945106,945106,1710056,Male
7035,Person_35,38,5,5,Creative,542,1529920,1529920,916683,Female
7036,Person_36,22,4,4,Creative,126,676428,1346585,1595061,Female
7037,Person_37,23,9,9,Management,38,2195394,2457760,1423237,Female
7038,Person_38,39,30,1,Analytical,197,1034911,1034911,980761,Female
7039,Person_39,30,14,7,Technical,132,2128021,2128021,1928604,Male
7040,Person_40,44,33,14,Management,709,537741,537741,1432627,Female
7041,Person_41,39,37,22,Management,534,991481,991481,632757,Male
7042,Person_42,31,13,13,Analytical,259,1003425,2056822,1751964,Female
7043,Person_43,45,39,31,Analytical,611,946438,946438,1649132,Female
7044,Person_44,48,26,26,Analytical,375,1326196,2129907,1426475,Female
7045,Person_45,44,2,2,Management,556,1140518,1706714,1078065,Male
7046,Person_46,54,0,0,Management,490,891618,891618,2254683,Female
7047,Person_47,37,1,1,Technical,472,575823,2213486,1657803,Female
7048,Person_48,36,13,13,Technical,627,1281211,1298979,2221185,Male
7049,Person_49,45,1,1,Technical,646,2135850,2135850,2029230,Female
7050,Person_50,49,4,4,Analytical,535,540923,540923,1795738,Female
7051,Person_51,33,6,6,Creative,330,550603,1526974,1961189,Male
7052,Person_52,36,40,28,Technical,226,1101973,1101973,1769732,Male
7053,Person_53,41,32,2,Analytical,623,1783938,1783938,868284,Male
7054,Person_54,54,22,22,Management,789,845759,869440,1086854,Male
7055,Person_55,57,28,28,Creative,468,1912457,1912457,2315970,Male
7056,Person_56,31,32,5,Creative,599,1081004,1081004,1171925,Male
7057,Person_57,38,1,1,Creative,726,822495,822495,2098814,Female
7058,Person_58,36,18,14,Creative,326,1036361,1036361,2447960,Male
7059,Person_59,55,20,7,Analytical,599,945829,1884457,1797559,Male
7060,Person_60,29,28,22,Management,488,1254575,1869209,2433410,Male
7061,Person_61,28,31,23,Management,691,1403468,1403468,1148446,Male
7062,Person_62,35,4,4,Creative,335,1767645,2474366,1980296,Male
7063,Person_63,33,39,8,Creative,987,1369083,1369083,1784165,Male
7064,Person_64,33,27,24,Creative,181,1169072,1169072,1965560,Female
7065,Person_65,35,37,21,Management,466,1160564,2112999,2379504,Female
7066,Person_66,23,25,16,Technical,90,897339,897339,905306,Male
7067,Person_67,56,10,0,Management,95,1487264,1627658,1124227,Female
7068,Person_68,48,38,5,Management,617,1681080,2069909,2015178,Male
7069,Person_69,23,4,2,Analytical,495,1106022,1859233,1456946,Male
7070,Person_70,56,10,10,Technical,477,685559,857413,1984714,Male
7071,Person_71,57,24,1,Analytical,470,1301884,1301884,1947301,Male
7072,Person_72,39,18,18,Management,260,1321512,1321512,759065,Female
7073,Person_73,43,9,9,Management,123,703640,1093598,2212392,Female
7074,Person_74,45,10,10,Management,222,1250343,1385184,1672151,Female
7075,Person_75,44,29,18,Management,809,1212279,1212279,1875014,Male
7076,Person_76,43,36,9,Creative,894,2150712,2150712,1763356,Male
7077,Person_77,36,19,12,Creative,216,1759331,1759331,2431711,Male
7078,Person_78,49,9,9,Technical,28,1163772,1163772,1805802,Male
7079,Person_79,59,28,3,Creative,766,1497589,1497589,1201149,Female
7080,Person_80,57,36,29,Creative,481,1184863,1280010,2152742,Female
7081,Person_81,58,29,28,Management,987,1316861,1911745,1141622,Female
7082,Person_82,33,30,26,Creative,479,1621420,2302540,1437665,Female
7083,Person_83,58,0,0,Management,312,999802,1653674,1762068,Male
7084,Person_84,29,6,6,Technical,529,1220394,1336304,1569881,Male
7085,Person_85,51,36,32,Management,871,882798,883153,1314850,Female
7086,Person_86,22,12,4,Creative,45,2324397,2428368,1512588,Male
7087,Person_87,49,1,1,Management,355,975880,1473427,2068744,Female
7088,Person_88,33,12,7,Technical,804,728884,728884,1012387,Male
7089,Person_89,39,23,22,Creative,980,1195866,1195866,1195011,Male
7090,Person_90,37,9,1,Technical,821,1919174,2217608,2292600,Female
7091,Person_91,56,24,7,Technical,619,815636,844190,1763163,Female
7092,Person_92,30,0,0,Management,353,521890,1818646,849983,Female
7093,Person_93,52,19,19,Technical,420,1369216,1369216,1573241,Female
7094,Person_94,56,15,15,Technical,451,1743445,1743445,2038658,Female
7095,Person_95,52,33,29,Technical,621,1744146,1965297,2493466,Male
7096,Person_96,35,30,7,Creative,147,654861,1711223,1188416,Male
7097,Person_97,42,28,28,Analytical,454,934522,1004691,1705649,Female
7098,Person_98,25,17,17,Creative,339,1209611,1300531,2054657,Male
7099,Person_99,43,4,2,Management,403,2237351,2237351,1110408,Male
7100,Person_100,42,33,5,Analytical,318,1238619,1238619,1622106,Female
7101,Person_101,41,30,0,Management,481,751008,1025876,1155702,Female
7102,Person_102,26,32,6,Creative,58,1154691,1154691,2106344,Male
7103,Person_103,35,21,21,Management,874,1022312,2217789,1572927,Female
7104,Person_104,53,35,35,Creative,550,692318,1049949,2103198,Male
7105,Person_105,26,32,32,Technical,209,1520131,1520131,688397,Female
