Candidate_ID,Name,Age,Total_Experience,Relevant_Experience,Skill_Type,Distance_Between_Birthplace_and_Home,Last_Drawn_Compensation,Actual_Compensation,Predicted_Compensation,Gender
5001,Person_1,30,17,13,Analytical,397,1699904,1699904,2034746,Female
5002,Person_2,36,33,27,Management,871,1011650,1011650,1758042,Female
5003,Person_3,33,40,23,Technical,74,885994,2203534,980773,Female
5004,Person_4,43,31,31,Creative,398,1193347,1193347,625477,Male
5005,Person_5,37,9,9,Technical,562,1723514,2281953,745031,Female
5006,Person_6,47,27,2,Creative,784,1529993,1537020,2411856,Female
5007,Person_7,52,5,5,Creative,75,1074692,2169868,527153,Female
5008,Person_8,41,38,35,Technical,228,964994,2246449,1494008,Female
5009,Person_9,48,12,1,Creative,298,904515,2011427,2083783,Male
5010,Person_10,33,5,3,Management,580,519966,519966,1206402,Female
5011,Person_11,25,39,32,Management,369,668778,1285145,1728444,Female
5012,Person_12,44,20,8,Creative,39,1009059,1009059,2408783,Male
5013,Person_13,29,4,4,Management,424,958909,958909,1530405,Female
5014,Person_14,24,14,14,Technical,772,1237092,1237092,1273111,Male
5015,Person_15,31,36,15,Technical,718,1955218,2013423,2072869,Male
5016,Person_16,51,30,2,Analytical,987,1116568,2383875,1312304,Male
5017,Person_17,44,32,29,Technical,25,1083762,2457796,2158164,Male
5018,Person_18,27,19,19,Management,32,1023082,1350675,2140734,Female
5019,Person_19,58,24,24,Technical,817,1490481,1972074,899529,Female
5020,Person_20,31,5,5,Management,945,773861,773861,1519134,Female
5021,Person_21,53,12,12,Technical,538,913834,913834,1012128,Female
5022,Person_22,25,32,32,Analytical,280,1553375,1553375,1491244,Male
5023,Person_23,47,34,34,Management,688,1281799,1281799,1373082,Male
5024,Person_24,60,8,8,Management,816,1410756,1410756,1396873,Female
5025,Person_25,22,17,6,Management,993,1624298,1624298,555237,Male
5026,Person_26,55,22,22,Analytical,834,1319063,1319063,919986,Female
5027,Person_27,47,27,25,Technical,612,2074348,2462643,1897726,Female
5028,Person_28,32,18,11,Management,600,643228,643228,858690,Male
5029,Person_29,36,40,17,Analytical,204,1595408,1595408,1710616,Female
5030,Person_30,45,28,28,Management,169,766592,2399169,1981733,Male
5031,Person_31,59,6,6,Technical,676,639099,639099,2306262,Male
5032,Person_32,29,3,3,Technical,210,846162,846162,975081,Male
5033,Person_33,59,15,11,Creative,782,954321,2311477,2032676,Female
5034,Person_34,54,8,8,Technical,225,1280683,1621824,1362743,Male
