Candidate_ID,Name,Age,Total_Experience,Relevant_Experience,Skill_Type,Distance_Between_Birthplace_and_Home,Last_Drawn_Compensation,Actual_Compensation,Predicted_Compensation,Gender
4001,Person_1,56,33,29,Analytical,880,754624,1436150,1280790,Male
4002,Person_2,52,0,0,Management,135,1349431,1349431,2072605,Female
4003,Person_3,32,34,26,Analytical,202,1353234,2461049,569828,Male
4004,Person_4,42,18,18,Creative,248,1009501,1009501,2318848,Female
4005,Person_5,31,6,6,Creative,415,610020,1208195,830648,Male
4006,Person_6,56,19,8,Analytical,474,1916610,2165189,1187610,Male
4007,Person_7,30,33,7,Creative,540,2159680,2159680,1848567,Male
4008,Person_8,44,37,5,Technical,650,2006540,2413087,607483,Female
4009,Person_9,52,12,12,Management,574,1700625,1700625,1207824,Male
4010,Person_10,43,2,2,Management,330,721832,893971,2333222,Female
4011,Person_11,31,14,6,Creative,314,1424841,1650763,1265254,Male
4012,Person_12,49,10,10,Management,753,1331745,1765289,843910,Female
4013,Person_13,55,24,21,Management,919,1020977,1020977,2375433,Male
4014,Person_14,46,34,20,Management,290,1181339,1181339,955108,Female
4015,Person_15,55,30,27,Creative,940,2143767,2320385,1117515,Male
4016,Person_16,43,10,1,Analytical,736,815056,815056,1507725,Male
4017,Person_17,28,22,22,Analytical,426,1495981,1495981,2161867,Female
4018,Person_18,49,35,16,Technical,639,809081,1721581,2322882,Male
4019,Person_19,23,39,6,Creative,661,619260,2102110,732850,Male
4020,Person_20,42,17,17,Technical,897,1612995,1612995,1829302,Male
4021,Person_21,43,19,18,Technical,600,976174,1584145,2422382,Female
4022,Person_22,39,29,17,Technical,344,849840,849840,1574964,Male
4023,Person_23,39,28,0,Analytical,409,742737,2266587,747478,Female
4024,Person_24,58,11,1,Creative,821,1773987,2070418,816739,Male
4025,Person_25,30,9,4,Creative,665,1383596,1383596,2390508,Male
4026,Person_26,52,18,18,Technical,784,1125839,1261187,1274642,Female
4027,Person_27,24,10,10,Creative,494,634160,634160,1787426,Male
4028,Person_28,55,5,5,Technical,867,1193420,1193420,703770,Female
4029,Person_29,25,20,10,Management,893,755171,755171,551244,Male
4030,Person_30,31,31,23,Management,687,1019000,2311859,1672201,Female
4031,Person_31,50,4,4,Creative,970,960073,1111244,1881758,Male
4032,Person_32,55,24,19,Technical,285,1137351,1263977,1358701,Male
4033,Person_33,28,31,23,Management,218,1305942,1305942,633293,Male
4034,Person_34,30,6,6,Management,874,1423208,1507906,857900,Male
4035,Person_35,27,23,23,Analytical,912,1910664,2224627,2179575,Female
4036,Person_36,26,15,15,Technical,600,768030,768030,2485553,Male
4037,Person_37,35,4,4,Management,71,690928,690928,2003250,Male
4038,Person_38,38,9,6,Technical,493,1465137,1945545,1221721,Female
4039,Person_39,26,35,35,Analytical,236,721618,1088453,749864,Female
4040,Person_40,32,21,14,Management,286,751852,775010,2372296,Male
4041,Person_41,40,34,16,Technical,555,1373170,1373170,1199772,Female
4042,Person_42,47,32,26,Technical,818,1982700,1984146,1327237,Male
4043,Person_43,42,1,1,Creative,382,2092628,2092628,1856418,Male
4044,Person_44,55,18,14,Creative,638,912108,1522862,1965267,Male
4045,Person_45,29,5,5,Analytical,266,730608,1790633,761072,Female
4046,Person_46,36,27,17,Management,323,1343126,1653633,2292327,Male
4047,Person_47,36,34,24,Technical,396,625866,2384584,1479666,Male
4048,Person_48,26,8,4,Creative,568,787177,2487924,740729,Female
4049,Person_49,26,27,27,Management,223,1836084,1850580,535178,Male
4050,Person_50,31,21,3,Management,955,1366839,1366839,1772240,Female
4051,Person_51,41,18,1,Creative,52,922743,922743,2261007,Female
4052,Person_52,24,10,10,Analytical,135,1752181,1752181,1272822,Female
4053,Person_53,27,21,0,Creative,291,722024,1528501,2487341,Male
4054,Person_54,39,21,21,Technical,369,1281565,2477320,849670,Male
4055,Person_55,33,12,0,Analytical,137,1502342,1502342,1149215,Female
4056,Person_56,26,17,6,Creative,147,1201291,1864010,999821,Male
4057,Person_57,58,8,8,Management,825,1804080,1804080,2459405,Female
4058,Person_58,23,33,1,Analytical,884,610956,610956,1344345,Male
4059,Person_59,35,36,18,Creative,558,970799,1072541,529429,Female
4060,Person_60,45,25,25,Technical,624,628912,1868594,950298,Female
4061,Person_61,25,6,4,Analytical,304,2069647,2396108,1130875,Female
4062,Person_62,44,9,9,Management,423,1385443,1385443,2147853,Male
4063,Person_63,51,17,0,Management,813,875623,875623,720469,Female
4064,Person_64,23,30,19,Creative,168,785105,785105,1668517,Male
4065,Person_65,44,24,9,Technical,550,507041,2075457,606813,Male
4066,Person_66,27,4,4,Analytical,918,746579,2184489,1302984,Female
4067,Person_67,24,35,35,Analytical,172,909436,2337982,782639,Female
4068,Person_68,29,19,19,Creative,914,570976,742488,2244207,Male
4069,Person_69,32,16,15,Creative,879,961564,961564,662783,Female
4070,Person_70,32,18,1,Analytical,630,1970004,1970004,1115366,Female
4071,Person_71,30,9,9,Management,129,2207594,2207594,1272100,Female
4072,Person_72,37,31,30,Management,219,588103,958493,2173530,Female
4073,Person_73,34,21,10,Management,643,1000700,1000700,970183,Female
4074,Person_74,53,2,2,Creative,693,1180179,1180179,2112723,Male
4075,Person_75,31,14,14,Management,717,1334024,2038093,2463057,Female
4076,Person_76,33,35,28,Creative,832,799496,841044,2486581,Female
4077,Person_77,44,22,22,Management,951,904175,904175,1210274,Male
4078,Person_78,60,15,15,Management,950,620357,620357,1119944,Female
4079,Person_79,48,2,2,Management,682,1165836,1165836,2082755,Male
4080,Person_80,42,23,15,Management,73,757483,757483,1951345,Male
4081,Person_81,23,16,16,Management,81,1651947,1785670,1858571,Male
4082,Person_82,27,14,14,Creative,881,1782487,2402954,1389487,Female
4083,Person_83,47,31,4,Creative,365,1145644,1145644,1798080,Male
4084,Person_84,27,19,19,Analytical,104,2071198,2071198,1046628,Male
4085,Person_85,59,31,29,Technical,16,850425,850425,1107412,Male
4086,Person_86,26,5,5,Analytical,642,660476,1819952,1076772,Female
4087,Person_87,41,24,24,Management,255,716953,716953,835070,Female
4088,Person_88,25,26,12,Creative,897,948679,948679,844222,Female
4089,Person_89,37,14,14,Management,894,1676826,1676826,2032367,Female
4090,Person_90,31,20,11,Management,784,577403,1124888,928410,Female
4091,Person_91,58,21,16,Creative,361,758869,758869,1418816,Male
4092,Person_92,36,17,17,Technical,900,1285417,1285417,1528057,Female
4093,Person_93,44,19,19,Management,363,606901,671188,811856,Male
4094,Person_94,50,35,13,Technical,300,736107,918866,1042892,Male
4095,Person_95,37,34,25,Creative,582,1123370,1994460,831172,Male
4096,Person_96,49,5,5,Analytical,382,518320,518320,1703173,Female
4097,Person_97,43,25,3,Technical,25,1164878,1164878,2241800,Female
4098,Person_98,31,21,11,Management,969,1630816,1697359,1408275,Female
4099,Person_99,27,38,19,Analytical,427,1087244,1087244,1778652,Female
4100,Person_100,41,9,0,Management,767,1768112,1768112,1492935,Female
4101,Person_101,57,37,5,Analytical,393,864957,1316646,1310941,Male
4102,Person_102,50,28,27,Analytical,973,845090,1656187,2260358,Female
4103,Person_103,41,36,7,Technical,463,1431994,1938077,1436981,Female
4104,Person_104,51,17,17,Analytical,773,962519,2413820,626824,Male
4105,Person_105,43,19,0,Creative,966,939504,1819069,1740460,Female
4106,Person_106,38,22,19,Technical,904,742165,905724,2189600,Male
4107,Person_107,31,13,13,Technical,417,915454,2362400,744241,Female
4108,Person_108,25,16,16,Creative,760,506678,506678,2499900,Male
4109,Person_109,43,27,18,Analytical,747,970997,2409170,2132837,Male
4110,Person_110,60,39,22,Analytical,57,1134709,1134709,2413866,Male
4111,Person_111,57,21,12,Management,914,1219959,1219959,1328236,Male
4112,Person_112,23,38,13,Technical,383,1421740,2444615,2289594,Female
4113,Person_113,45,14,13,Creative,355,1097170,1627371,2256794,Female
4114,Person_114,26,33,17,Technical,254,1050697,1050697,1136257,Male
4115,Person_115,26,34,11,Technical,737,1994972,2385192,1471033,Male
4116,Person_116,60,19,19,Creative,616,1381642,1381642,1483401,Female
4117,Person_117,26,26,4,Creative,57,1580509,1580509,2289484,Female
4118,Person_118,47,33,7,Technical,545,727406,2321879,2137167,Female
4119,Person_119,57,10,10,Management,853,591724,1472165,1530886,Male
4120,Person_120,47,4,4,Management,538,1423394,1423394,1584534,Male
4121,Person_121,56,1,1,Analytical,618,522988,2418359,538246,Male
4122,Person_122,26,33,33,Analytical,975,1564991,2264341,1017421,Female
4123,Person_123,40,28,2,Technical,474,1011636,1011636,1311132,Female
4124,Person_124,40,31,8,Management,406,717560,1747677,803095,Female
4125,Person_125,26,0,0,Management,899,500034,1097581,1518230,Male
4126,Person_126,44,6,6,Analytical,300,765080,765080,1073828,Male
4127,Person_127,37,19,1,Management,281,1427095,1736619,799091,Male
4128,Person_128,35,32,32,Analytical,153,802702,802702,1331341,Male
4129,Person_129,24,14,8,Technical,586,1695208,2032508,2264701,Male
4130,Person_130,27,31,28,Creative,853,1217562,1302804,2108280,Female
4131,Person_131,22,31,31,Creative,432,1331610,1331610,998652,Male
4132,Person_132,41,12,12,Creative,35,736805,1813380,1440445,Male
4133,Person_133,52,13,1,Creative,41,1023414,1023414,558831,Female
4134,Person_134,27,31,31,Technical,144,912522,1070593,1954323,Male
4135,Person_135,47,9,9,Analytical,410,504402,1878700,1912114,Female
4136,Person_136,55,20,20,Analytical,353,689005,689005,1218739,Male
4137,Person_137,31,31,31,Management,287,516646,2234843,1545275,Female
4138,Person_138,33,11,5,Analytical,585,542090,805770,1389878,Female
4139,Person_139,28,16,13,Analytical,348,1058747,1848609,2021085,Female
4140,Person_140,30,5,5,Creative,466,1465459,1465459,587175,Male
4141,Person_141,46,18,9,Technical,47,1710759,1918054,1698293,Female
4142,Person_142,60,29,29,Technical,686,1930697,1930697,1660754,Female
4143,Person_143,24,30,14,Analytical,174,1400437,1400437,2109539,Male
4144,Person_144,52,13,9,Technical,701,660137,1944691,823419,Male
4145,Person_145,34,17,17,Creative,871,509389,509389,1992693,Female
4146,Person_146,59,29,11,Creative,496,1449278,1806078,1729106,Female
4147,Person_147,46,31,6,Technical,840,988915,1641299,1452386,Male
4148,Person_148,32,18,4,Management,210,553584,553584,945774,Female
4149,Person_149,26,24,24,Creative,251,762452,762452,1030287,Male
4150,Person_150,60,23,23,Creative,410,1337913,1337913,730516,Male
4151,Person_151,51,16,16,Creative,605,677966,677966,1013179,Female
4152,Person_152,60,13,13,Creative,57,1554673,1554673,1562235,Male
4153,Person_153,28,12,7,Management,40,1693602,1693602,700016,Male
4154,Person_154,31,35,24,Creative,524,1160095,1160095,975980,Female
4155,Person_155,37,12,12,Analytical,720,588294,588294,1710374,Female
4156,Person_156,34,35,8,Technical,245,1881704,1881704,1635226,Female
4157,Person_157,58,7,7,Analytical,802,1090739,1218339,1604700,Male
4158,Person_158,52,15,15,Technical,713,1099482,1886077,1581149,Male
4159,Person_159,41,26,26,Management,864,535807,535807,1074163,Male
4160,Person_160,47,34,34,Creative,840,696124,2383920,2313387,Male
