Candidate_ID,Name,Age,Total_Experience,Relevant_Experience,Skill_Type,Distance_Between_Birthplace_and_Home,Last_Drawn_Compensation,Actual_Compensation,Predicted_Compensation,Gender
10001,Person_1,24,38,18,Creative,302,517114,1478996,1081209,Male
10002,Person_2,42,4,4,Creative,779,536645,536645,1036466,Male
10003,Person_3,25,2,2,Management,425,2106347,2453518,590677,Female
10004,Person_4,42,37,10,Management,226,1670166,1670166,1674746,Female
10005,Person_5,57,12,12,Creative,370,1281760,1281760,1917225,Female
10006,Person_6,43,16,10,Analytical,555,1403665,1403665,1765424,Male
10007,Person_7,54,37,17,Management,289,845714,845714,800827,Male
10008,Person_8,59,29,19,Technical,848,1026606,1026606,2138877,Male
10009,Person_9,49,29,12,Analytical,79,823654,2175420,1439223,Male
10010,Person_10,32,29,23,Analytical,216,1378532,2387678,788909,Female
10011,Person_11,56,13,13,Technical,875,1151955,1151955,1699216,Female
10012,Person_12,50,4,4,Technical,589,728234,2311125,2068580,Female
10013,Person_13,34,30,30,Analytical,956,1766936,1766936,2115593,Female
10014,Person_14,51,31,7,Analytical,649,1517652,2489486,946689,Female
10015,Person_15,38,33,26,Management,436,959603,959603,1130037,Female
10016,Person_16,58,0,0,Management,441,1361452,2445319,1568967,Female
10017,Person_17,35,20,20,Analytical,681,509946,1391383,1225132,Male
10018,Person_18,50,36,19,Technical,90,619991,2337976,1418733,Female
10019,Person_19,32,6,6,Creative,217,767002,2148022,2095774,Male
10020,Person_20,35,34,18,Creative,684,1070327,2108196,1689336,Male
10021,Person_21,47,0,0,Management,745,1683321,1683321,842240,Male
10022,Person_22,29,26,15,Management,979,1815484,2168884,2314953,Male
10023,Person_23,29,35,32,Analytical,617,2062963,2062963,2271146,Female
10024,Person_24,43,33,27,Creative,596,877386,877386,1216017,Male
10025,Person_25,59,34,28,Analytical,787,914933,2431774,1354526,Male
10026,Person_26,27,12,12,Management,299,2011144,2011144,1376442,Male
10027,Person_27,56,5,5,Management,731,1361092,1592788,1465896,Male
10028,Person_28,28,31,3,Analytical,393,825649,825649,1688880,Male
10029,Person_29,27,24,21,Creative,489,502849,502849,640889,Female
10030,Person_30,26,10,9,Management,696,529891,2348460,1502795,Female
10031,Person_31,38,17,17,Management,231,978753,2413436,889345,Male
10032,Person_32,29,8,8,Analytical,78,1444004,1444004,2131059,Female
10033,Person_33,42,17,17,Management,367,2140830,2200931,836976,Female
10034,Person_34,40,6,6,Creative,811,1165387,1530326,1713358,Male
10035,Person_35,22,39,28,Analytical,468,533490,823966,1521899,Female
10036,Person_36,47,34,34,Management,693,1102687,1740867,1858107,Female
10037,Person_37,29,20,8,Technical,910,1529489,1789455,1151162,Male
10038,Person_38,24,26,9,Analytical,70,622238,1754803,1070327,Female
10039,Person_39,42,15,12,Management,898,1146249,1146249,982835,Male
10040,Person_40,49,5,5,Technical,297,546046,1407238,2160011,Male
10041,Person_41,50,24,2,Analytical,462,734155,734155,2293731,Female
10042,Person_42,33,2,2,Analytical,992,1125649,1125649,2005403,Male
10043,Person_43,46,3,3,Technical,259,1170287,1170287,2189388,Male
10044,Person_44,38,7,6,Management,89,969691,969691,898928,Female
10045,Person_45,58,18,18,Management,578,1241580,1616498,2298670,Female
10046,Person_46,25,32,9,Creative,693,856574,2090095,2076250,Female
10047,Person_47,27,11,11,Management,297,1446742,1950508,615953,Male
10048,Person_48,49,18,18,Management,275,552827,1325675,2090284,Male
10049,Person_49,45,9,9,Creative,143,1368788,1368788,1936096,Male
10050,Person_50,22,10,0,Technical,931,587276,587276,1649559,Male
10051,Person_51,31,6,6,Technical,382,977873,977873,2044576,Female
10052,Person_52,31,24,20,Management,825,622622,622622,1825098,Male
10053,Person_53,44,32,4,Analytical,584,1760703,1760703,1261169,Female
10054,Person_54,59,14,5,Technical,926,634855,2475066,651975,Male
10055,Person_55,58,39,31,Management,468,634274,1314179,1794089,Male
10056,Person_56,43,8,8,Analytical,354,1224300,1503182,1805857,Male
10057,Person_57,59,8,8,Analytical,167,801195,801195,2273280,Female
10058,Person_58,26,32,28,Creative,966,1271803,2204693,640738,Female
10059,Person_59,24,5,5,Analytical,359,1079710,2113569,1267870,Male
10060,Person_60,36,23,8,Technical,401,601730,1677666,855811,Female
10061,Person_61,26,9,1,Management,233,1400813,1400813,1717234,Male
10062,Person_62,43,10,10,Analytical,766,894393,981591,2160539,Male
10063,Person_63,37,37,6,Analytical,998,840432,1530824,1395176,Female
10064,Person_64,36,15,13,Analytical,917,537392,537392,780312,Female
10065,Person_65,47,27,27,Creative,22,1411286,1662761,2088481,Male
10066,Person_66,34,1,1,Creative,250,1142355,1142355,1143196,Male
10067,Person_67,35,8,4,Analytical,341,1426510,2052092,1943833,Male
10068,Person_68,29,10,8,Analytical,361,1332373,1332373,1274075,Male
10069,Person_69,54,40,3,Technical,808,690826,690826,1136937,Male
10070,Person_70,52,23,23,Creative,898,1113271,1953810,2222450,Female
10071,Person_71,24,30,28,Technical,636,1135963,1135963,1954176,Female
10072,Person_72,40,11,11,Technical,263,542171,542171,1340210,Female
10073,Person_73,33,11,11,Management,608,842935,842935,1431937,Female
10074,Person_74,53,14,3,Management,753,1842226,1842226,1684303,Female
10075,Person_75,44,39,6,Creative,524,909224,1999841,1057435,Female
10076,Person_76,43,0,0,Management,886,1615527,1615527,1859299,Female
10077,Person_77,43,7,7,Technical,779,920802,920802,1593648,Male
10078,Person_78,59,24,13,Analytical,935,1405637,2071263,1118783,Male
10079,Person_79,28,2,2,Management,701,964370,1121537,1359968,Male
10080,Person_80,50,21,21,Creative,994,644741,2250766,2366597,Female
10081,Person_81,32,19,15,Technical,710,1786999,1801526,1248330,Female
10082,Person_82,27,18,13,Analytical,783,1354988,1354988,863247,Male
10083,Person_83,56,30,30,Management,910,2008037,2284537,576842,Female
10084,Person_84,27,17,10,Management,207,1523960,1523960,1191427,Female
10085,Person_85,48,29,1,Analytical,968,1113512,1113512,531209,Female
10086,Person_86,59,29,29,Creative,367,837407,1734754,1749993,Female
10087,Person_87,24,23,3,Analytical,326,708298,708298,2090466,Male
10088,Person_88,48,35,25,Technical,292,1617555,1666614,1676758,Female
10089,Person_89,50,6,6,Creative,292,695346,695346,1268841,Female
10090,Person_90,50,2,2,Management,569,551570,551570,1770347,Female
10091,Person_91,47,30,25,Management,909,778291,1852871,1455324,Male
10092,Person_92,45,32,25,Management,103,2016315,2016315,1611289,Female
10093,Person_93,35,18,18,Analytical,130,1654553,1791407,602103,Male
10094,Person_94,29,3,3,Analytical,782,2291578,2436373,943300,Male
10095,Person_95,37,0,0,Management,331,2166204,2166204,2370183,Female
10096,Person_96,28,8,8,Analytical,614,610891,610891,1818118,Male
10097,Person_97,34,24,24,Analytical,743,1537708,2141144,1280120,Male
