Candidate_ID,Name,Age,Total_Experience,Relevant_Experience,Skill_Type,Distance_Between_Birthplace_and_Home,Last_Drawn_Compensation,Actual_Compensation,Predicted_Compensation,Gender
1001,Person_1,33,24,12,Management,312,810252,2172163,1796414,Male
1002,Person_2,60,8,5,Creative,786,1186849,2329602,1771536,Male
1003,Person_3,40,38,22,Management,280,1190311,2114609,1211625,Female
1004,Person_4,23,34,0,Management,410,708185,1634965,1753718,Male
1005,Person_5,52,25,19,Management,404,1616157,1616157,2051580,Female
1006,Person_6,31,27,5,Management,888,1738674,2249274,1840236,Female
1007,Person_7,55,24,13,Creative,637,670194,1755421,1237538,Male
1008,Person_8,55,21,21,Creative,406,520286,2364727,2091220,Male
1009,Person_9,35,19,8,Technical,739,636754,1065147,1898004,Male
1010,Person_10,32,38,9,Creative,465,973822,1975345,2355467,Female
1011,Person_11,40,40,39,Technical,173,700802,1692426,1385315,Male
1012,Person_12,51,26,4,Creative,357,1689913,1689913,1704887,Female
1013,Person_13,31,2,2,Analytical,635,940761,940761,1541799,Male
1014,Person_14,40,22,18,Management,501,2173982,2233661,641873,Male
1015,Person_15,42,30,2,Creative,361,1656588,2410239,2419030,Male
1016,Person_16,30,34,2,Creative,386,1041440,1412542,693541,Female
1017,Person_17,54,11,0,Analytical,765,610673,610673,682026,Male
1018,Person_18,43,21,15,Management,697,771635,771635,681174,Male
1019,Person_19,51,17,17,Analytical,325,1374481,2213146,2107114,Female
1020,Person_20,41,29,27,Creative,524,1393035,1393035,577807,Female
1021,Person_21,58,15,15,Technical,195,1868876,2041941,1660872,Male
1022,Person_22,28,1,1,Management,554,1344667,1344667,844680,Male
1023,Person_23,43,14,5,Creative,630,1549954,2427594,2229575,Female
1024,Person_24,39,0,0,Management,69,661445,1046929,2447789,Male
1025,Person_25,47,38,22,Management,782,772598,772598,664149,Male
1026,Person_26,43,38,31,Creative,137,802695,1921271,1523445,Male
1027,Person_27,47,11,4,Analytical,820,799916,1173054,2479427,Male
1028,Person_28,35,25,25,Creative,490,2014156,2014156,2467718,Male
1029,Person_29,23,11,11,Management,824,2219519,2219519,1701163,Male
1030,Person_30,25,36,9,Management,985,1069793,1069793,906243,Male
1031,Person_31,37,38,31,Analytical,855,1207037,1207037,1664121,Female
1032,Person_32,27,10,10,Technical,323,561618,561618,602982,Female
1033,Person_33,54,39,12,Creative,184,1240584,1240584,939564,Female
1034,Person_34,28,1,1,Management,396,509099,509099,909164,Male
1035,Person_35,41,26,13,Management,325,1342614,1825614,1994956,Female
1036,Person_36,29,27,12,Management,302,892787,901222,896847,Male
1037,Person_37,45,16,6,Technical,995,859144,2274401,636868,Male
1038,Person_38,45,6,6,Creative,221,557075,1962488,1055932,Male
1039,Person_39,44,7,7,Technical,324,754812,754812,841793,Male
1040,Person_40,43,13,13,Analytical,93,1064087,1064087,1336359,Male
1041,Person_41,29,8,8,Creative,186,1939819,2485399,2111033,Female
1042,Person_42,57,39,6,Creative,659,757816,1361557,1253248,Male
1043,Person_43,55,37,0,Analytical,593,916801,2109777,1516413,Male
1044,Person_44,43,19,17,Management,315,1100557,1610356,1215660,Female
1045,Person_45,22,20,20,Creative,244,924554,924554,1682578,Male
1046,Person_46,23,18,7,Technical,649,1003070,1003070,883669,Male
1047,Person_47,31,24,15,Analytical,645,583368,2301930,1414963,Female
1048,Person_48,23,28,12,Creative,290,700731,1264760,1852579,Male
1049,Person_49,51,29,29,Analytical,700,1398866,1398866,1857476,Male
1050,Person_50,35,37,24,Analytical,876,1107870,2244474,1319167,Female
1051,Person_51,59,25,17,Management,799,621928,621928,1863346,Male
1052,Person_52,46,23,13,Management,774,921843,1833293,2078753,Male
1053,Person_53,34,25,20,Creative,273,1118724,1118724,1405340,Male
1054,Person_54,45,9,3,Technical,57,1077688,1077688,1465408,Male
1055,Person_55,41,6,6,Analytical,846,1248519,1248519,2236215,Male
1056,Person_56,57,17,17,Creative,655,1305555,1305555,1904068,Female
1057,Person_57,60,14,9,Technical,148,1234904,2110749,2172989,Female
1058,Person_58,31,17,17,Creative,93,960595,960595,542789,Male
1059,Person_59,36,5,5,Management,884,1075051,1075051,2196922,Female
1060,Person_60,31,23,23,Management,267,552029,552029,2355212,Male
